# EuRoC Launch (Up to date)
# 4087 data points written for 53 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (40,7 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=10 seconds
116.53,1160.1,-41.404,0.086377,41.447,0.091021,1124.2,0.0010461,1124.2,5.3317e-5,5.025,0.028701,39.3,8.0131,9.7971,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.12362,13399463,0,810.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.131,6.5449,866.75,335.27,0.5,0.3497
117.03,1139.4,-41.361,0.086004,41.404,0.086578,1121.6,0.0010461,1121.6,5.3437e-5,5.03,0.0099549,39.3,8.0131,9.7971,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.12347,13407925,0,810.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0667,6.6795,868.95,335.35,0.5,0.34972
117.53,1118.7,-41.318,0.085703,41.361,0.091909,1119.1,0.0010461,1119.1,5.3557e-5,5.0466,0.0332,39.3,8.013,9.7972,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.12331,13416453,0,810.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.1689,6.814,871.16,335.43,0.5,0.34975
118.03,1098.1,-41.275,0.085448,41.318,0.10454,1116.6,0.0010461,1116.6,5.3678e-5,5.0165,0.060226,39.3,8.013,9.7973,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.12315,13425021,0,810.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.7948,6.9484,873.35,335.51,0.5,0.34978
118.53,1077.4,-41.232,0.085087,41.276,0.11001,1114.1,0.0010461,1114.1,5.3799e-5,5.0513,0.069732,39.3,8.013,9.7973,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.123,13433430,0,810.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.3077,7.0826,875.55,335.59,0.5,0.34981
119.03,1056.8,-41.19,0.084438,41.233,0.088564,1111.6,0.0010461,1111.6,5.3921e-5,5.038,0.026718,39.3,8.0129,9.7974,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.12284,13441416,0,810.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.9399,7.2167,877.74,335.67,0.5,0.34983
119.53,1036.2,-41.148,0.084018,41.19,0.084072,1109,0.0010461,1109,5.4044e-5,5.0395,0.0030078,39.3,8.0129,9.7975,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.12268,1.345e7,0,810.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0505,7.3506,879.94,335.75,0.5,0.34986
120.03,1015.7,-41.106,0.083717,41.149,0.092972,1106.5,0.0010461,1106.5,5.4167e-5,5.0193,0.040439,39.3,8.0129,9.7975,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.12253,13457971,0,810.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.8711,7.4844,882.13,335.83,0.5,0.34989
120.53,995.14,-41.065,0.083297,41.107,0.09159,1104,0.0010461,1104,5.429e-5,5.0383,0.038084,39.3,8.0128,9.7976,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.12237,13466123,0,810.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.1777,7.6181,884.31,335.92,0.5,0.34992
121.03,974.62,-41.023,0.082934,41.065,0.095992,1101.5,0.0010461,1101.5,5.4414e-5,5.0625,0.048336,39.3,8.0128,9.7976,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.12222,13474310,0,810.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.2392,7.7516,886.5,336,0.5,0.34994
121.53,954.12,-40.982,0.082779,41.025,0.11998,1098.9,0.0010461,1098.9,5.454e-5,5.1059,0.086848,39.3,8.0128,9.7977,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.12207,13482746,0,810.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.4231,7.885,888.68,336.08,0.5,0.34998
122.03,933.63,-40.941,0.081989,40.982,0.09001,1096.4,0.0010461,1096.4,5.4667e-5,5.1245,0.037144,39.3,8.0128,9.7978,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.12191,1.349e7,0,810.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.26,8.0183,890.86,336.16,0.5,0.35001
122.53,913.17,-40.9,0.081897,40.942,0.11769,1093.8,0.0010461,1093.8,5.4795e-5,5.0822,0.084523,39.3,8.0127,9.7978,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.12177,13498734,0,810.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.7742,8.1514,893.04,336.24,0.5,0.35004
123.03,892.73,-40.859,0.081651,40.902,0.13416,1091.3,0.0010461,1091.3,5.4922e-5,5.029,0.10645,39.3,8.0127,9.7979,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.12162,13506952,0,810.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.6415,8.2844,895.22,336.32,0.5,0.35007
123.53,872.32,-40.819,0.080751,40.86,0.099048,1088.8,0.0010461,1088.8,5.5048e-5,5.0003,0.057356,39.3,8.0127,9.798,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.12146,13514260,0,810.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.7918,8.4172,897.39,336.4,0.5,0.3501
124.03,851.92,-40.778,0.081318,40.821,0.13966,1086.3,0.0010461,1086.3,5.5174e-5,4.9435,0.11354,39.3,8.0126,9.798,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.12132,13523452,0,810.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.5312,8.55,899.6,336.48,0.5,0.35013
124.53,831.54,-40.737,0.081268,40.778,0.082257,1083.8,0.0010461,1083.8,5.53e-5,4.9372,0.012718,39.3,8.0126,9.7981,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.12116,13531919,0,810.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.891,8.6825,901.88,336.56,0.5,0.35015
125.03,811.18,-40.697,0.081843,40.738,0.090682,1081.4,0.0010461,1081.4,5.5427e-5,4.9567,0.039051,39.3,8.0126,9.7981,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.12101,13541259,0,810.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0982,8.815,904.16,336.64,0.5,0.35018
125.53,790.84,-40.655,0.082352,40.698,0.11452,1078.9,0.0010461,1078.9,5.5554e-5,4.9965,0.079582,39.3,8.0126,9.7982,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.12087,13550631,0,810.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.2845,8.9473,906.43,336.72,0.5,0.35021
126.03,770.52,-40.614,0.082644,40.658,0.13457,1076.4,0.0010461,1076.4,5.5684e-5,5.0496,0.1062,39.3,8.0125,9.7983,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.12072,1.356e7,0,810.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.4335,9.0795,908.71,336.8,0.5,0.35024
126.53,750.23,-40.573,0.081947,40.614,0.082226,1073.9,0.0010461,1073.9,5.5815e-5,5.053,0.0067735,39.3,8.0125,9.7983,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.12056,13567721,0,810.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0774,9.2116,910.98,336.88,0.5,0.35027
127.03,729.95,-40.532,0.081905,40.573,0.084193,1071.3,0.0010461,1071.3,5.5947e-5,5.0627,0.019495,39.3,8.0125,9.7984,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.12041,13576434,0,810.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.133,9.3435,913.24,336.96,0.5,0.3503
127.53,709.69,-40.491,0.081769,40.532,0.085517,1068.8,0.0010461,1068.8,5.6079e-5,5.0502,0.025038,39.3,8.0124,9.7985,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.12026,13585038,0,810.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.96,9.4753,915.51,337.04,0.5,0.35033
128.03,689.46,-40.45,0.081798,40.492,0.10996,1066.3,0.0010461,1066.3,5.6211e-5,5.0135,0.073494,39.3,8.0124,9.7985,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.12011,13593870,0,810.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.749,9.607,917.77,337.12,0.5,0.35036
128.53,669.24,-40.41,0.081388,40.451,0.10109,1063.8,0.0010461,1063.8,5.6344e-5,4.9835,0.059963,39.3,8.0124,9.7986,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.11996,13602131,0,810.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.768,9.7385,920.03,337.2,0.5,0.35038
129.03,649.05,-40.369,0.080897,40.41,0.081569,1061.3,0.0010461,1061.3,5.6476e-5,4.9783,0.010452,39.3,8.0123,9.7986,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.11981,1.361e7,0,810.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.9407,9.8699,922.29,337.28,0.5,0.35041
129.53,628.87,-40.329,0.080705,40.37,0.092755,1058.8,0.0010461,1058.8,5.6608e-5,4.9554,0.045719,39.3,8.0123,9.7987,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.11966,13618696,0,810.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.7914,10.001,924.55,337.36,0.5,0.35044
130.03,608.72,-40.289,0.080265,40.329,0.081013,1056.3,0.0010461,1056.3,5.6741e-5,4.9609,0.010982,39.3,8.0123,9.7988,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.11951,13626807,0,810.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0002,10.132,926.8,337.44,0.5,0.35047
130.53,588.59,-40.248,0.080497,40.291,0.13296,1053.8,0.0010461,1053.8,5.6875e-5,5.0138,0.10583,39.3,8.0123,9.7988,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.11937,13635797,0,810.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.3925,10.263,929.05,337.52,0.5,0.35051
131.03,568.47,-40.209,0.079462,40.248,0.080844,1051.3,0.0010461,1051.3,5.7011e-5,5.0213,0.014887,39.3,8.0122,9.7989,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.11922,13643101,0,810.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0745,10.394,931.3,337.6,0.5,0.35054
131.53,548.38,-40.169,0.079167,40.209,0.08355,1048.8,0.0010461,1048.8,5.7147e-5,5.0079,0.026706,39.3,8.0122,9.799,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.11907,13651278,0,810.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.9125,10.525,933.55,337.68,0.5,0.35058
132.03,528.3,-40.13,0.078831,40.169,0.083755,1046.3,0.0010461,1046.3,5.7284e-5,5.022,0.028296,39.3,8.0122,9.799,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.11893,13659371,0,809.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.123,10.656,935.8,337.76,0.5,0.35061
132.53,508.25,-40.09,0.078677,40.131,0.10433,1043.8,0.0010461,1043.8,5.7423e-5,5.0563,0.06851,39.3,8.0121,9.7991,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.11879,13667686,0,810,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.3004,10.786,938.04,337.84,0.5,0.35063
133.03,488.21,-40.051,0.078038,40.09,0.078469,1041.3,0.0010461,1041.3,5.7562e-5,5.0522,0.0082083,39.3,8.0121,9.7991,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.11864,13675326,0,809.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.023,10.916,940.28,337.91,0.5,0.35066
133.53,468.2,-40.012,0.077704,40.051,0.078694,1038.7,0.0010461,1038.7,5.7702e-5,5.0584,0.012442,39.3,8.0121,9.7992,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.1185,13683304,0,809.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.1026,11.047,942.52,337.99,0.5,0.35069
134.03,448.2,-39.974,0.077369,40.013,0.079831,1036.2,0.0010461,1036.2,5.7843e-5,5.0486,0.019671,39.3,8.0121,9.7993,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.11836,13691248,0,809.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.9787,11.177,944.75,338.07,0.5,0.35071
134.53,428.22,-39.935,0.077017,39.974,0.079729,1033.7,0.0010461,1033.7,5.7984e-5,5.0589,0.020618,39.3,8.012,9.7993,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.11821,13699134,0,809.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.132,11.307,946.99,338.15,0.5,0.35077
135.03,408.26,-39.897,0.076663,39.935,0.079743,1031.1,0.0010461,1031.1,5.8126e-5,5.0699,0.021945,39.3,8.012,9.7994,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.11807,13706982,0,809.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.1476,11.437,949.22,338.23,0.5,0.35081
135.53,388.33,-39.859,0.076283,39.897,0.076495,1028.6,0.0010461,1028.6,5.827e-5,5.0727,0.0056965,39.3,8.012,9.7995,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.11793,13714756,0,809.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0929,11.566,951.45,338.31,0.5,0.35084
136.03,368.41,-39.821,0.075986,39.859,0.083006,1026.1,0.0010461,1026.1,5.8414e-5,5.0894,0.033408,39.3,8.0119,9.7995,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.11779,13722604,0,809.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.2075,11.696,953.68,338.39,0.5,0.35087
136.53,348.5,-39.783,0.076424,39.822,0.098306,1023.5,0.0010461,1023.5,5.856e-5,5.1203,0.061834,39.3,8.0119,9.7996,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.11765,13731444,0,809.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.3387,11.825,955.97,338.47,0.5,0.3509
137.03,328.62,-39.744,0.077271,39.784,0.12305,1021,0.0010461,1021,5.8706e-5,5.0725,0.095761,39.3,8.0119,9.7996,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.11752,13740956,0,809.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.7346,11.955,958.3,338.54,0.5,0.35093
137.53,308.76,-39.705,0.077304,39.745,0.10199,1018.4,0.0010461,1018.4,5.8852e-5,5.0392,0.066531,39.3,8.0119,9.7997,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.11737,1.375e7,0,809.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.8047,12.084,960.63,338.62,0.5,0.35101
138.03,288.92,-39.666,0.077679,39.707,0.12038,1015.9,0.0010461,1015.9,5.8998e-5,5.0852,0.091968,39.3,8.0118,9.7998,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.11723,13758563,0,809.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.4089,12.213,962.96,338.7,0.5,0.35107
138.53,269.09,-39.628,0.077357,39.667,0.091531,1013.4,0.0010461,1013.4,5.9147e-5,5.1096,0.048927,39.3,8.0118,9.7998,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.11709,13766739,0,809.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.2817,12.342,965.29,338.78,0.5,0.3511
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=139.03 seconds
139.03,249.29,-39.589,0.077488,39.629,0.10749,1010.8,0.0010461,1010.8,5.9297e-5,5.1469,0.07449,39.3,8.0118,9.7999,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.11695,13775516,0,809.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.4085,12.471,967.62,338.86,0.5,0.35114
139.03,249.24,-39.089,400.58,39.589,400.58,1010.8,0.0010461,1010.8,5.9297e-5,5.1452,1.3468,39.3,8.0118,9.7999,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.11681,13783625,0,33651,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.017,12.6,969.94,338.93,0.0012482,0.3512
139.04,249.19,-38.589,390.28,39.089,390.29,1010.8,0.0010461,1010.8,5.9297e-5,5.1435,1.3016,39.3,8.0118,9.7999,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.11533,1.361e7,0,32807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.018,12.6,969.94,338.93,0.0012811,0.35123
139.04,249.14,-38.089,380.12,38.589,380.12,1010.8,0.0010461,1010.8,5.9298e-5,5.1419,1.2569,39.3,8.0118,9.7999,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.11385,13435563,0,31973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0191,12.6,969.95,338.93,0.0013154,0.35126
139.04,249.09,-37.589,370.08,38.089,370.08,1010.8,0.0010461,1010.8,5.9298e-5,5.1402,1.2129,39.3,8.0118,9.7999,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.11238,13261532,0,31150,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0203,12.601,969.96,338.93,0.0013511,0.35128
139.04,249.04,-37.089,360.17,37.589,360.17,1010.8,0.0010461,1010.8,5.9299e-5,5.1386,1.1694,39.3,8.0118,9.7999,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.1109,13087499,0,30338,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0214,12.601,969.96,338.94,0.0013882,0.3513
139.04,248.99,-36.589,350.4,37.089,350.4,1010.8,0.0010461,1010.8,5.9299e-5,5.137,1.1265,39.3,8.0118,9.7999,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.10943,12913466,0,29536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0226,12.601,969.97,338.94,0.0014269,0.35132
139.04,248.93,-36.089,340.75,36.589,340.75,1010.8,0.0010461,1010.8,5.93e-5,5.1354,1.0841,39.3,8.0118,9.7999,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.10795,12739432,0,28745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0239,12.602,969.97,338.94,0.0014673,0.35134
139.04,248.88,-35.589,331.24,36.089,331.24,1010.7,0.0010461,1010.7,5.93e-5,5.1338,1.0423,39.3,8.0118,9.7999,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.10648,12565397,0,27965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0251,12.602,969.98,338.94,0.0015095,0.35136
139.05,248.82,-35.089,321.86,35.589,321.86,1010.7,0.0010461,1010.7,5.93e-5,5.1323,1.0011,39.3,8.0118,9.7999,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.105,12391362,0,27196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0264,12.602,969.99,338.94,0.0015535,0.35138
139.05,248.77,-34.589,312.6,35.089,312.61,1010.7,0.0010461,1010.7,5.9301e-5,5.1308,0.9605,39.3,8.0118,9.7999,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.10353,12217325,0,26437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0278,12.603,969.99,338.94,0.0015995,0.3514
139.05,248.71,-34.089,303.48,34.589,303.48,1010.7,0.0010461,1010.7,5.9301e-5,5.1292,0.92044,39.3,8.0118,9.7999,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.10205,12043288,0,25689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0291,12.603,970,338.94,0.0016475,0.35142
139.05,248.65,-33.589,294.49,34.089,294.49,1010.7,0.0010461,1010.7,5.9302e-5,5.1277,0.88094,39.3,8.0118,9.7999,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.10058,11869251,0,24952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0305,12.603,970.01,338.94,0.0016978,0.35145
139.05,248.59,-33.089,285.63,33.589,285.64,1010.7,0.0010461,1010.7,5.9302e-5,5.1263,0.84768,39.3,8.0118,9.7999,NaN,NaN,NaN,NaN,82000,0,NaN,NaN,NaN,NaN,NaN,0.099102,11695213,0,24226,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.0314,12.604,970.01,338.94,0.0017505,0.35147
