# EuRoC Launch (Up to date)
# 4087 data points written for 53 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (40,7 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=10 seconds
10.124,0.29692,4.7842,38.58,4.8025,38.727,0.025977,0,0.025977,0,0.41856,3.3753,39.3,8,9.8007,40.134,0,0,0,99731,17731,375.42,2.4786,NaN,327.44,NaN,0.019951,2407768,4836.5,0.51216,0.50284,0.40645,0.35646,0.026337,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.218,999.14,339.92,2e-3,0.0065618
10.126,0.30657,4.8614,38.582,4.8799,38.729,0.026821,0,0.026821,0,0.42531,3.3754,39.3,8,9.8007,39.722,0,0,0,99727,17727,375.4,2.4786,NaN,327.43,NaN,0.020128,2429079,4836.5,0.52907,0.50227,0.41254,0.35588,0.026337,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.218,999.14,339.92,2e-3,0.0066819
10.128,0.31637,4.9385,38.583,4.9574,38.731,0.027679,0,0.027679,0,0.43206,3.3756,39.3,8,9.8007,39.316,0,0,0,99723,17723,375.37,2.4786,NaN,327.42,NaN,0.020306,2450515,4836.5,0.54622,0.5017,0.41849,0.35531,0.026337,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.218,999.14,339.91,2e-3,0.0067786
10.13,0.32632,5.0157,38.585,5.0349,38.733,0.02855,0,0.02855,0,0.43882,3.3758,39.3,8,9.8007,38.917,0,0,0,99718,17718,375.35,2.4786,NaN,327.41,NaN,0.020484,2472072,4836.5,0.56359,0.50114,0.4243,0.35475,0.026337,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.218,999.14,339.91,2e-3,0.0068625
10.132,0.33643,5.0929,38.587,5.1123,38.735,0.029434,0,0.029434,0,0.44557,3.376,39.3,8,9.8007,38.526,0,0,0,99714,17714,375.33,2.4785,NaN,327.4,NaN,0.020664,2493749,4836.5,0.58119,0.50058,0.42997,0.35418,0.026338,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.218,999.14,339.91,2e-3,0.0069447
10.134,0.34669,5.17,38.589,5.1898,38.737,0.030332,0,0.030332,0,0.45232,3.3761,39.3,8,9.8007,38.141,0,0,0,99710,17710,375.3,2.4785,NaN,327.39,NaN,0.020845,2515540,4836.5,0.59901,0.50002,0.43552,0.35362,0.026338,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.218,999.14,339.91,2e-3,0.0070265
10.136,0.35711,5.2472,38.591,5.2673,38.739,0.031243,0,0.031243,0,0.45907,3.3763,39.3,8,9.8007,37.762,0,0,0,99705,17705,375.28,2.4785,NaN,327.38,NaN,0.021026,2537445,4836.5,0.61706,0.49946,0.44092,0.35307,0.026338,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.218,999.13,339.91,2e-3,0.0071081
10.138,0.36768,5.3244,38.593,5.3448,38.741,0.032168,0,0.032168,0,0.46583,3.3765,39.3,8,9.8007,37.39,0,0,0,99701,17701,375.26,2.4785,NaN,327.37,NaN,0.021209,2559459,4836.5,0.63533,0.49891,0.4462,0.35251,0.026338,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.218,999.13,339.91,2e-3,0.0071908
10.14,0.37841,5.4016,38.595,5.4222,38.743,0.033106,0,0.033106,0,0.47258,3.3766,39.3,8,9.8007,37.025,0,0,0,99697,17697,375.24,2.4785,NaN,327.36,NaN,0.021392,2581580,4836.5,0.65381,0.49836,0.45134,0.35196,0.026338,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.218,999.13,339.91,2e-3,0.0072723
10.142,0.38929,5.4788,38.597,5.4997,38.745,0.034058,0,0.034058,0,0.47933,3.3768,39.3,8,9.8007,36.665,0,0,0,99692,17692,375.21,2.4785,NaN,327.35,NaN,0.021576,2603806,4836.5,0.67251,0.49782,0.45636,0.35142,0.026339,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.217,999.13,339.91,2e-3,0.0074993
10.144,0.40032,5.556,38.599,5.5772,38.746,0.035024,0,0.035024,0,0.48609,3.377,39.3,8,9.8007,36.312,0,0,0,99688,17688,375.19,2.4785,NaN,327.34,NaN,0.021761,2626133,4836.5,0.69142,0.49727,0.46125,0.35087,0.026339,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.217,999.13,339.91,2e-3,0.0076304
10.146,0.41151,5.6332,38.601,5.6547,38.748,0.036003,0,0.036003,0,0.49284,3.3771,39.3,8,9.8007,35.965,0,0,0,99684,17684,375.17,2.4785,NaN,327.33,NaN,0.021947,2648559,4836.5,0.71054,0.49673,0.46601,0.35033,0.026339,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.217,999.13,339.91,2e-3,0.0077217
10.148,0.42286,5.7104,38.603,5.7322,38.75,0.036995,0,0.036995,0,0.4996,3.3773,39.3,8,9.8007,35.623,0,0,0,99679,17679,375.14,2.4785,NaN,327.32,NaN,0.022134,2671083,4836.5,0.72987,0.4962,0.47065,0.3498,0.026339,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.217,999.13,339.91,2e-3,0.0078074
10.15,0.43435,5.7876,38.605,5.8097,38.752,0.038001,0,0.038001,0,0.50635,3.3775,39.3,8,9.8007,35.288,0,0,0,99675,17675,375.12,2.4785,NaN,327.31,NaN,0.022321,2693700,4836.5,0.7494,0.49567,0.47516,0.34926,0.026339,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.217,999.13,339.91,2e-3,0.0078919
10.152,0.44601,5.8648,38.607,5.8872,38.754,0.039021,0,0.039021,0,0.51311,3.3777,39.3,8,9.8007,34.953,0,0,0,99670,17670,375.1,2.4785,NaN,327.3,NaN,0.022508,2716229,4836.5,0.76915,0.49514,0.47963,0.34874,0.02634,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.217,999.12,339.91,2e-3,0.0079762
10.154,0.45781,5.942,38.609,5.9647,38.756,0.040054,0,0.040054,0,0.51986,3.3778,39.3,8,9.8007,34.624,0,0,0,99666,17666,375.08,2.4785,NaN,327.29,NaN,0.022695,2738850,4836.5,0.78911,0.49462,0.48398,0.34822,0.02634,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.217,999.12,339.91,2e-3,0.0080592
10.156,0.46978,6.0193,38.611,6.0423,38.758,0.0411,0,0.0411,0,0.52662,3.378,39.3,8,9.8007,34.3,0,0,0,99662,17662,375.05,2.4785,NaN,327.28,NaN,0.022883,2761561,4836.5,0.80926,0.49411,0.48821,0.3477,0.02634,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.217,999.12,339.91,2e-3,0.0081421
10.158,0.48189,6.0965,38.613,6.1198,38.76,0.04216,0,0.04216,0,0.53337,3.3782,39.3,8,9.8007,33.981,0,0,0,99657,17657,375.03,2.4785,NaN,327.27,NaN,0.023072,2784359,4836.5,0.8296,0.49359,0.49232,0.34718,0.02634,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.217,999.12,339.91,2e-3,0.0082248
10.16,0.49416,6.1737,38.614,6.1973,38.762,0.043234,0,0.043234,0,0.54013,3.3783,39.3,8,9.8007,33.668,0,0,0,99653,17653,375.01,2.4785,NaN,327.26,NaN,0.023262,2807244,4836.6,0.85015,0.49308,0.49632,0.34667,0.02634,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.217,999.12,339.91,2e-3,0.0083069
10.162,0.50659,6.2509,38.616,6.2748,38.764,0.044321,0,0.044321,0,0.54689,3.3785,39.3,8,9.8007,33.359,0,0,0,99649,17649,374.98,2.4785,NaN,327.25,NaN,0.023452,2830212,4836.6,0.87088,0.49258,0.5002,0.34616,0.026341,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.217,999.12,339.91,2e-3,0.0083943
10.164,0.51917,6.3282,38.618,6.3524,38.766,0.045421,0,0.045421,0,0.55364,3.3787,39.3,8,9.8007,33.056,0,0,0,99644,17644,374.96,2.4785,NaN,327.24,NaN,0.023643,2853262,4836.6,0.89181,0.49207,0.50398,0.34566,0.026341,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.217,999.12,339.91,2e-3,0.0084956
10.166,0.5319,6.4054,38.62,6.4299,38.768,0.046535,0,0.046535,0,0.5604,3.3788,39.3,8,9.8007,32.758,0,0,0,99640,17640,374.94,2.4785,NaN,327.23,NaN,0.023835,2876391,4836.6,0.91292,0.49157,0.50765,0.34516,0.026341,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.217,999.11,339.91,2e-3,0.0085782
10.168,0.54479,6.4827,38.622,6.5074,38.77,0.047663,0,0.047663,0,0.56716,3.379,39.3,8,9.8007,32.464,0,0,0,99636,17636,374.92,2.4784,NaN,327.22,NaN,0.024027,2899599,4836.6,0.93422,0.49108,0.51121,0.34466,0.026341,0.12008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.216,999.11,339.91,2e-3,0.0086844
10.17,0.55783,6.5599,38.624,6.585,38.772,0.048804,0,0.048804,0,0.57392,3.3792,39.3,8,9.8007,32.175,0,0,0,99631,17631,374.89,2.4784,NaN,327.21,NaN,0.02422,2922883,4836.6,0.95571,0.49058,0.51467,0.34417,0.026341,0.12008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.216,999.11,339.91,2e-3,0.0087698
10.172,0.57103,6.6372,38.626,6.6625,38.773,0.049958,0,0.049958,0,0.58068,3.3793,39.3,8,9.8007,31.89,0,0,0,99627,17627,374.87,2.4784,NaN,327.2,NaN,0.024414,2946241,4836.6,0.97738,0.49009,0.51802,0.34368,0.026342,0.12008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.216,999.11,339.91,2e-3,0.0088732
10.174,0.58438,6.7144,38.628,6.7401,38.775,0.051126,0,0.051126,0,0.58744,3.3795,39.3,8,9.8007,31.61,0,0,0,99622,17622,374.85,2.4784,NaN,327.19,NaN,0.024608,2969671,4836.6,0.99923,0.48961,0.52128,0.34319,0.026342,0.12008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.216,999.11,339.91,2e-3,0.0089564
10.176,0.59788,6.7917,38.63,6.8176,38.777,0.052308,0,0.052308,0,0.59419,3.3797,39.3,8,9.8007,31.334,0,0,0,99618,17618,374.82,2.4784,NaN,327.18,NaN,0.024803,2993173,4836.6,1.0213,0.48913,0.52444,0.3427,0.026342,0.12008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.216,999.11,339.91,2e-3,0.0090594
10.178,0.61154,6.8689,38.632,6.8952,38.779,0.053503,0,0.053503,0,0.60095,3.3798,39.3,8,9.8007,31.063,0,0,0,99614,17614,374.8,2.4784,NaN,327.17,NaN,0.024998,3016743,4836.6,1.0435,0.48865,0.5275,0.34222,0.026342,0.12008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.216,999.1,339.91,2e-3,0.0091484
10.18,0.62536,6.9462,38.633,6.9727,38.781,0.054712,0,0.054712,0,0.60771,3.38,39.3,8,9.8007,30.796,0,0,0,99609,17609,374.78,2.4784,NaN,327.16,NaN,0.025194,3040382,4836.6,1.0658,0.48817,0.53047,0.34175,0.026343,0.12008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.216,999.1,339.91,2e-3,0.009232
10.182,0.63933,7.0235,38.635,7.0503,38.783,0.055934,0,0.055934,0,0.61447,3.3802,39.3,8,9.8007,30.533,0,0,0,99605,17605,374.75,2.4784,NaN,327.15,NaN,0.025391,3064086,4836.6,1.0884,0.4877,0.53335,0.34127,0.026343,0.12008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.216,999.1,339.91,2e-3,0.0093145
10.184,0.65345,7.1008,38.637,7.1279,38.785,0.05717,0,0.05717,0,0.62124,3.3803,39.3,8,9.8007,30.274,0,0,0,99601,17601,374.73,2.4784,NaN,327.14,NaN,0.025588,3087856,4836.6,1.1111,0.48723,0.53613,0.3408,0.026343,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.216,999.1,339.91,2e-3,0.0094049
10.186,0.66773,7.178,38.639,7.2054,38.787,0.058419,0,0.058419,0,0.628,3.3805,39.3,8,9.8007,30.018,0,0,0,99596,17596,374.71,2.4784,NaN,327.13,NaN,0.025785,3111688,4836.6,1.134,0.48676,0.53883,0.34033,0.026343,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.216,999.1,339.91,2e-3,0.0094937
10.188,0.68217,7.2553,38.641,7.283,38.789,0.059682,0,0.059682,0,0.63476,3.3807,39.3,8,9.8007,29.767,0,0,0,99592,17592,374.69,2.4784,NaN,327.12,NaN,0.025983,3135583,4836.6,1.1571,0.4863,0.54145,0.33987,0.026344,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.216,999.1,339.91,2e-3,0.0095798
10.19,0.69675,7.3326,38.643,7.3606,38.791,0.060958,0,0.060958,0,0.64152,3.3808,39.3,8,9.8007,29.52,0,0,0,99588,17588,374.66,2.4784,NaN,327.11,NaN,0.026182,3159538,4836.6,1.1803,0.48584,0.54398,0.33941,0.026344,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.215,999.09,339.91,2e-3,0.0096713
10.192,0.7115,7.4099,38.645,7.4382,38.793,0.062248,0,0.062248,0,0.64828,3.381,39.3,8,9.8007,29.276,0,0,0,99583,17583,374.64,2.4784,NaN,327.1,NaN,0.026381,3183552,4836.6,1.2037,0.48539,0.54643,0.33895,0.026344,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.215,999.09,339.91,2e-3,0.0097738
10.194,0.72639,7.4872,38.647,7.5158,38.794,0.063551,0,0.063551,0,0.65504,3.3812,39.3,8,9.8007,29.036,0,0,0,99579,17579,374.62,2.4784,NaN,327.09,NaN,0.02658,3207624,4836.6,1.2273,0.48493,0.5488,0.3385,0.026344,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.215,999.09,339.91,2e-3,0.0098571
10.196,0.74145,7.5645,38.649,7.5934,38.796,0.064868,0,0.064868,0,0.66181,3.3813,39.3,8,9.8007,28.799,0,0,0,99575,17575,374.59,2.4784,NaN,327.08,NaN,0.02678,3231752,4836.6,1.2511,0.48448,0.55109,0.33805,0.026345,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.215,999.09,339.91,2e-3,0.0099401
10.198,0.75665,7.6418,38.651,7.671,38.798,0.066198,0,0.066198,0,0.66857,3.3815,39.3,8,9.8007,28.566,0,0,0,99570,17570,374.57,2.4784,NaN,327.07,NaN,0.026981,3255936,4836.6,1.275,0.48404,0.5533,0.3376,0.026345,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.215,999.09,339.91,2e-3,0.010025
10.2,0.77201,7.7191,38.653,7.7486,38.8,0.067542,0,0.067542,0,0.67533,3.3817,39.3,8,9.8007,28.337,0,0,0,99566,17566,374.55,2.4784,NaN,327.06,NaN,0.027182,3280174,4836.6,1.299,0.48359,0.55544,0.33715,0.026345,0.1201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.215,999.09,339.91,2e-3,0.010108
10.202,0.78753,7.7964,38.654,7.8262,38.802,0.0689,0,0.0689,0,0.6821,3.3818,39.3,8,9.8007,28.08,0,0,0,99561,17561,374.53,2.4784,NaN,327.05,NaN,0.027374,3303329,4836.6,1.3232,0.48318,0.55787,0.33673,0.026345,0.1201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.215,999.08,339.91,2e-3,0.010191
10.204,0.8032,7.8737,38.656,7.9038,38.804,0.070271,0,0.070271,0,0.68886,3.382,39.3,8,9.8007,27.827,0,0,0,99557,17557,374.5,2.4783,NaN,327.04,NaN,0.027566,3326550,4836.6,1.3475,0.48276,0.56022,0.33631,0.026346,0.1201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.215,999.08,339.91,2e-3,0.010274
10.206,0.81902,7.951,38.658,7.9814,38.806,0.071655,0,0.071655,0,0.69562,3.3821,39.3,8,9.8007,27.578,0,0,0,99553,17553,374.48,2.4783,NaN,327.03,NaN,0.027759,3349836,4836.6,1.372,0.48234,0.56248,0.3359,0.026346,0.1201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.215,999.08,339.91,2e-3,0.010362
10.208,0.835,8.0283,38.66,8.059,38.808,0.073053,0,0.073053,0,0.70239,3.3823,39.3,8,9.8007,27.332,0,0,0,99548,17548,374.46,2.4783,NaN,327.02,NaN,0.027953,3373186,4836.6,1.3965,0.48193,0.56467,0.33549,0.026346,0.1201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.215,999.08,339.91,2e-3,0.010444
10.21,0.85114,8.1057,38.662,8.1366,38.81,0.074465,0,0.074465,0,0.70915,3.3825,39.3,8,9.8007,27.09,0,0,0,99544,17544,374.43,2.4783,NaN,327.01,NaN,0.028147,3396599,4836.6,1.4213,0.48152,0.56677,0.33507,0.026346,0.1201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.214,999.08,339.91,2e-3,0.010527
10.212,0.86742,8.183,38.664,8.2142,38.811,0.07589,0,0.07589,0,0.71592,3.3826,39.3,8,9.8007,26.85,0,0,0,99540,17540,374.41,2.4783,NaN,327,NaN,0.028341,3420072,4836.6,1.4461,0.48112,0.5688,0.33467,0.026347,0.1201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.214,999.07,339.91,2e-3,0.01061
10.214,0.88387,8.2603,38.666,8.2919,38.813,0.077328,0,0.077328,0,0.72268,3.3828,39.3,8,9.8007,26.614,0,0,0,99535,17535,374.39,2.4783,NaN,326.99,NaN,0.028536,3443605,4836.6,1.4711,0.48071,0.57075,0.33426,0.026347,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.214,999.07,339.91,2e-3,0.010692
10.216,0.90047,8.3377,38.668,8.3695,38.815,0.078781,0,0.078781,0,0.72945,3.383,39.3,8,9.8007,26.381,0,0,0,99531,17531,374.37,2.4783,NaN,326.98,NaN,0.028732,3467198,4836.6,1.4963,0.48031,0.57262,0.33386,0.026347,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.214,999.07,339.91,2e-3,0.010774
10.218,0.91722,8.415,38.669,8.4471,38.817,0.080246,0,0.080246,0,0.73622,3.3831,39.3,8,9.8007,26.152,0,0,0,99527,17527,374.34,2.4783,NaN,326.97,NaN,0.028928,3490847,4836.6,1.5215,0.47991,0.57442,0.33346,0.026347,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.214,999.07,339.91,2e-3,0.010862
10.22,0.93413,8.4923,38.671,8.5248,38.819,0.081725,0,0.081725,0,0.74298,3.3833,39.3,8,9.8007,25.925,0,0,0,99522,17522,374.32,2.4783,NaN,326.96,NaN,0.029124,3514553,4836.6,1.5469,0.47952,0.57616,0.33306,0.026348,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.214,999.07,339.91,2e-3,0.010946
10.222,0.95119,8.5697,38.673,8.6024,38.821,0.083218,0,0.083218,0,0.74975,3.3835,39.3,8,9.8007,25.702,0,0,0,99518,17518,374.3,2.4783,NaN,326.95,NaN,0.029321,3538315,4836.6,1.5724,0.47912,0.57782,0.33266,0.026348,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.214,999.06,339.91,2e-3,0.011028
10.224,0.9684,8.647,38.675,8.6801,38.823,0.084724,0,0.084724,0,0.75652,3.3836,39.3,8,9.8007,25.481,0,0,0,99513,17513,374.27,2.4783,NaN,326.94,NaN,0.029519,3562130,4836.6,1.5981,0.47873,0.57941,0.33227,0.026348,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.214,999.06,339.91,2e-3,0.01111
10.226,0.98578,8.7244,38.677,8.7577,38.825,0.086244,0,0.086244,0,0.76328,3.3838,39.3,8,9.8007,25.263,0,0,0,99509,17509,374.25,2.4783,NaN,326.93,NaN,0.029716,3585999,4836.6,1.6238,0.47834,0.58094,0.33188,0.026349,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.214,999.06,339.91,2e-3,0.011195
10.228,1.0033,8.8017,38.679,8.8354,38.827,0.087778,0,0.087778,0,0.77005,3.384,39.3,8,9.8007,25.049,0,0,0,99505,17505,374.23,2.4783,NaN,326.92,NaN,0.029915,3609920,4836.6,1.6497,0.47795,0.58241,0.33149,0.026349,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.213,999.06,339.91,2e-3,0.011279
10.23,1.021,8.8791,38.681,8.913,38.828,0.089324,0,0.089324,0,0.77682,3.3841,39.3,8,9.8007,24.837,0,0,0,99500,17500,374.2,2.4783,NaN,326.91,NaN,0.030113,3633892,4836.6,1.6757,0.47757,0.58381,0.3311,0.026349,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.213,999.06,339.91,2e-3,0.011366
10.232,1.0388,8.9565,38.683,8.9907,38.83,0.090885,0,0.090885,0,0.78359,3.3843,39.3,8,9.8007,24.628,0,0,0,99496,17496,374.18,2.4783,NaN,326.9,NaN,0.030313,3657915,4836.6,1.7018,0.47719,0.58515,0.33072,0.026349,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.213,999.05,339.91,2e-3,0.011449
10.234,1.0568,9.0338,38.684,9.0683,38.832,0.092459,0,0.092459,0,0.79036,3.3844,39.3,8,9.8007,24.421,0,0,0,99492,17492,374.16,2.4783,NaN,326.89,NaN,0.030512,3681986,4836.6,1.7281,0.47681,0.58643,0.33034,0.02635,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.213,999.05,339.91,2e-3,0.011531
10.236,1.075,9.1112,38.686,9.146,38.834,0.094046,0,0.094046,0,0.79713,3.3846,39.3,8,9.8007,24.217,0,0,0,99487,17487,374.14,2.4783,NaN,326.88,NaN,0.030712,3706106,4836.6,1.7545,0.47643,0.58765,0.32996,0.02635,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.213,999.05,339.91,2e-3,0.011614
10.238,1.0933,9.1886,38.688,9.2237,38.836,0.095647,0,0.095647,0,0.8039,3.3848,39.3,8,9.8007,24.016,0,0,0,99483,17483,374.11,2.4783,NaN,326.87,NaN,0.030912,3730274,4836.6,1.7809,0.47606,0.58881,0.32958,0.02635,0.12012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.213,999.05,339.91,2e-3,0.011697
10.24,1.1117,9.266,38.69,9.3014,38.838,0.097262,0,0.097262,0,0.81067,3.3849,39.3,8,9.8007,23.818,0,0,0,99479,17479,374.09,2.4782,NaN,326.86,NaN,0.031113,3754487,4836.6,1.8075,0.47568,0.58992,0.32921,0.026351,0.12013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.213,999.05,339.91,2e-3,0.011779
10.242,1.1303,9.3433,38.692,9.379,38.84,0.09889,0,0.09889,0,0.81744,3.3851,39.3,8,9.8007,23.622,0,0,0,99474,17474,374.07,2.4782,NaN,326.85,NaN,0.031314,3778747,4836.6,1.8342,0.47531,0.59097,0.32884,0.026351,0.12013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.213,999.04,339.91,2e-3,0.011862
10.244,1.1491,9.4207,38.694,9.4567,38.842,0.10053,0,0.10053,0,0.82421,3.3853,39.3,8,9.8007,23.428,0,0,0,99470,17470,374.04,2.4782,NaN,326.84,NaN,0.031516,3803051,4836.6,1.861,0.47495,0.59197,0.32847,0.026351,0.12013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.213,999.04,339.91,2e-3,0.011948
10.246,1.168,9.4981,38.696,9.5344,38.843,0.10219,0,0.10219,0,0.83098,3.3854,39.3,8,9.8007,23.237,0,0,0,99466,17466,374.02,2.4782,NaN,326.83,NaN,0.031717,3827399,4836.6,1.888,0.47458,0.59291,0.3281,0.026352,0.12013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.212,999.04,339.91,2e-3,0.012033
10.248,1.1871,9.5755,38.698,9.6121,38.845,0.10386,0,0.10386,0,0.83775,3.3856,39.3,8,9.8007,23.048,0,0,0,99461,17461,374,2.4782,NaN,326.82,NaN,0.03192,3851790,4836.6,1.915,0.47422,0.59381,0.32773,0.026352,0.12013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,452.39,85,0,NaN,14.212,999.04,339.91,2e-3,0.012116
